325;flags;0;True;meka.classifiers.multilabel.BPNN -E 770 -H 4 -r 0.034 -m 0.7;;7376;success;0.515;0.515;0.661;0.025;0.485;0.339;0.975;0.676;0.2;0.211;0.799;0.585;0.607;0.614;0.74;0.421;0.571;0.671;0.438;0.472;0.496;2.882;0.014;2.896;"[""0.800"", ""0.450"", ""0.525"", ""0.475"", ""0.750"", ""0.750"", ""0.875""]";"[""0.000"", ""0.087"", ""0.100"", ""0.160"", ""0.000"", ""0.000"", ""0.000""]";"[""0.800"", ""0.447"", ""0.500"", ""0.447"", ""0.750"", ""0.000"", ""0.000""]";"[""1.000"", ""0.944"", ""0.053"", ""1.000"", ""1.000"", ""0.000"", ""0.000""]";"[""0.800"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.250"", ""0.125""]";"[""1.000"", ""0.950"", ""0.050"", ""0.950"", ""1.000"", ""0.000"", ""0.000""]";"[""-0.200"", ""-0.500"", ""0.425"", ""-0.525"", ""-0.250"", ""0.250"", ""0.125""]"
326;flags;0;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.Logistic -- -R 1e-05;16091;success;0.482;0.482;0.686;0.15;0.518;0.314;0.85;0.645;0.25;0.29;0.664;0.612;1.159;0.726;0.527;0.297;0.344;0.611;0.318;0.47;0.505;1.862;0.015;1.877;"[""0.750"", ""0.550"", ""0.525"", ""0.575"", ""0.750"", ""0.775"", ""0.875""]";"[""0.246"", ""0.000"", ""0.525"", ""0.000"", ""0.000"", ""0.000"", ""0.000""]";"[""0.829"", ""0.000"", ""0.500"", ""0.000"", ""0.750"", ""0.000"", ""0.000""]";"[""0.879"", ""0.000"", ""0.526"", ""0.000"", ""1.000"", ""0.000"", ""0.000""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""0.875"", ""0.000"", ""0.500"", ""0.000"", ""1.000"", ""0.000"", ""0.000""]";"[""-0.050"", ""0.450"", ""-0.025"", ""0.425"", ""-0.250"", ""0.225"", ""0.125""]"
327;flags;0;False;meka.classifiers.multilabel.CDN -Ic 82 -I 479;weka.classifiers.functions.SimpleLogistic -- -W 0.7000000000000001 -S;104099;success;0.55;0.55;0.711;0.075;0.45;0.289;0.925;0.698;0.325;0.278;0.767;0.594;0.629;0.684;0.71;0.53;0.542;0.697;0.513;0.576;0.593;1.45;0.731;2.181;"[""0.800"", ""0.700"", ""0.600"", ""0.525"", ""0.800"", ""0.700"", ""0.850""]";"[""0.000"", ""0.597"", ""0.542"", ""0.403"", ""0.458"", ""0.197"", ""0.000""]";"[""0.821"", ""0.800"", ""0.615"", ""0.469"", ""0.806"", ""0.200"", ""0.000""]";"[""0.970"", ""0.444"", ""0.421"", ""0.882"", ""0.967"", ""0.111"", ""0.000""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""0.975"", ""0.250"", ""0.325"", ""0.800"", ""0.900"", ""0.125"", ""0.025""]";"[""-0.150"", ""0.200"", ""0.150"", ""-0.375"", ""-0.150"", ""0.100"", ""0.100""]"
328;flags;0;False;meka.classifiers.multilabel.RAkEL -N 5 -P 4 -k 1 -M 7;weka.classifiers.bayes.BayesNet -- -D -Q weka.classifiers.bayes.net.search.local.LAGDHillClimber -- -P 1;92665;success;0.61;0.61;0.764;0.2;0.39;0.236;0.8;0.751;0.25;0.229;0.704;0.438;0.83;0.756;0.733;0.528;0.546;0.744;0.527;0.533;0.584;1.11;0.011;1.121;"[""0.825"", ""0.675"", ""0.725"", ""0.725"", ""0.750"", ""0.775"", ""0.875""]";"[""0.000"", ""0.587"", ""0.723"", ""0.687"", ""0.000"", ""0.000"", ""0.000""]";"[""0.825"", ""0.727"", ""0.682"", ""0.714"", ""0.750"", ""0.000"", ""0.000""]";"[""1.000"", ""0.444"", ""0.789"", ""0.588"", ""1.000"", ""0.000"", ""0.000""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""1.000"", ""0.275"", ""0.550"", ""0.350"", ""1.000"", ""0.000"", ""0.000""]";"[""-0.175"", ""0.175"", ""-0.075"", ""0.075"", ""-0.250"", ""0.225"", ""0.125""]"
329;flags;0;False;meka.classifiers.multilabel.LC;weka.classifiers.lazy.KStar -- -B 67 -M a;32253;success;0.428;0.428;0.621;0.075;0.572;0.379;0.925;0.529;0.35;0.421;0.589;0.737;1.397;0.602;0.565;0.521;0.503;0.583;0.504;0.499;0.546;0.486;0.128;0.614;"[""0.500"", ""0.650"", ""0.575"", ""0.625"", ""0.550"", ""0.700"", ""0.750""]";"[""0.375"", ""0.641"", ""0.569"", ""0.627"", ""0.480"", ""0.351"", ""0.322""]";"[""0.783"", ""0.583"", ""0.556"", ""0.550"", ""0.750"", ""0.286"", ""0.143""]";"[""0.545"", ""0.778"", ""0.526"", ""0.647"", ""0.600"", ""0.222"", ""0.200""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""0.575"", ""0.600"", ""0.450"", ""0.500"", ""0.600"", ""0.175"", ""0.175""]";"[""0.250"", ""-0.150"", ""0.025"", ""-0.075"", ""0.150"", ""0.050"", ""-0.050""]"
330;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.bayes.NaiveBayes -- -D;15003;success;0.47;0.47;0.689;0.075;0.53;0.311;0.925;0.649;0.175;0.259;0.661;0.605;1.146;0.744;0.511;0.403;0.359;0.606;0.378;0.494;0.533;0.264;0.004;0.268;"[""0.700"", ""0.550"", ""0.700"", ""0.575"", ""0.650"", ""0.775"", ""0.875""]";"[""0.000"", ""0.000"", ""0.675"", ""0.478"", ""0.518"", ""0.000"", ""0.000""]";"[""0.800"", ""0.000"", ""0.733"", ""0.500"", ""0.786"", ""0.000"", ""0.000""]";"[""0.848"", ""0.000"", ""0.579"", ""0.353"", ""0.733"", ""0.000"", ""0.000""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""0.875"", ""0.000"", ""0.375"", ""0.300"", ""0.700"", ""0.000"", ""0.000""]";"[""-0.050"", ""0.450"", ""0.100"", ""0.125"", ""0.050"", ""0.225"", ""0.125""]"
331;flags;0;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.Logistic -- -R 1e-05;16091.0;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 3;weka.classifiers.rules.JRip -- -N 1.3 -E -P -O 5;1000000000.0;error;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;flags;0;True;meka.classifiers.multilabel.RAkEL -N 5 -P 3 -k 1 -M 3;weka.classifiers.functions.MultilayerPerceptron -- -L 0.6 -M 0.0 -H 26 -D;215360.0;success;0.214;0.214;0.596;0.0;0.786;0.404;1.0;0.312;0.275;0.642;0.58;0.758;1.436;0.725;0.221;0.207;0.225;0.339;0.216;0.529;0.576;5.812;0.004;5.816;"[""0.200"", ""0.850"", ""0.675"", ""0.575"", ""0.250"", ""0.750"", ""0.875""]";"[""0.000"", ""0.852"", ""0.675"", ""0.000"", ""0.000"", ""0.000"", ""0.000""]";"[""0.000"", ""0.800"", ""0.650"", ""0.000"", ""0.000"", ""0.000"", ""0.000""]";"[""0.000"", ""0.889"", ""0.684"", ""0.000"", ""0.000"", ""0.000"", ""0.000""]";"[""0.800"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.250"", ""0.125""]";"[""0.000"", ""0.500"", ""0.500"", ""0.000"", ""0.000"", ""0.000"", ""0.000""]";"[""0.800"", ""-0.050"", ""-0.025"", ""0.425"", ""0.750"", ""0.250"", ""0.125""]"
334;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.bayes.NaiveBayes -- -D;15003.0;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
